transaction_id,customer_id,product_id,transaction_date,quantity,unit_price,discount_percent,payment_mode,delivery_days,returned
TXN000885,CUST05077,PROD0890,2023-06-04,3,"₹25,577",33,UPI,10,No
TXN000886,CUST04477,PROD1176,2022-05-07,2,"₹28,690",14,UPI,10,No
TXN000887,CUST02876,PROD0598,2022-03-11,2,"₹37,463",12,UPI,-3,No
TXN000888,CUST02907,PROD0857,2023-12-20,1,"₹44,933",26,UPI,4,No
TXN000889,CUST04490,PROD0839,2023-10-09,1,"₹16,404",18,UPI,8,No
TXN000890,CUST05170,PROD0918,2022-11-17,2,"₹48,457",35,UPI,0,No
TXN000891,CUST04492,PROD0940,2023-04-16,2,"₹24,713",12,UPI,9,No
TXN000892,CUST00545,PROD0805,2023-06-01,2,"₹8,502",6,UPI,8,No
TXN000893,CUST03098,PROD0162,2022-11-17,2,"₹48,206",0,UPI,6,No
TXN000894,CUST03626,PROD0612,2022-08-21,3,"₹42,563",20,UPI,-3,No
TXN000895,CUST03506,PROD0953,2023-11-05,2,"₹23,534",15,UPI,0,No
TXN000896,CUST01085,PROD0276,2022-01-21,2,"₹43,613",28,UPI,5,No
TXN000897,CUST00553,PROD0997,2023-11-01,3,"₹40,232",23,UPI,8,No
TXN000898,CUST01154,PROD0529,2022-03-07,4,"₹15,509",18,UPI,6,No
TXN000899,CUST03939,PROD0959,2022-02-08,2,"₹29,643",26,UPI,1,No
TXN000900,CUST02246,PROD0050,2022-03-30,5,"₹34,451",0,UPI,8,No
TXN000901,CUST01687,PROD0584,2023-04-06,2,"₹15,540",26,UPI,7,No
TXN000902,CUST00694,PROD0914,2022-01-05,1,"₹45,996",13,UPI,10,No
TXN000903,CUST03791,PROD0477,2022-12-12,3,"₹44,220",10,UPI,2,No
TXN000904,CUST00498,PROD0488,2023-03-15,1,"₹22,590",22,UPI,6,No
TXN000905,CUST02096,PROD0080,2023-02-17,5,"₹43,132",19,UPI,8,No
TXN000906,CUST05292,PROD0561,2023-03-10,2,"₹11,960",25,UPI,4,No
TXN000907,CUST00613,PROD1122,2023-06-04,3,"₹11,372",17,UPI,10,No
TXN000908,CUST03968,PROD0406,2023-06-16,3,"₹45,139",35,UPI,3,No
TXN000909,CUST05435,PROD0537,2022-12-13,1,"₹13,334",29,UPI,7,No
TXN000910,CUST00376,PROD0255,2022-11-13,3,"₹23,283",3,UPI,0,No
TXN000911,CUST00806,PROD0960,2022-02-02,4,"₹11,638",18,UPI,10,No
TXN000912,CUST00921,PROD0487,2022-01-10,1000,"₹44,035",4,UPI,10,No
TXN000913,CUST04971,PROD0516,2023-11-13,2,"₹17,170",1,UPI,7,No
TXN000914,CUST03605,PROD0464,2022-11-19,2,"₹6,369",9,UPI,3,No
TXN000915,CUST01444,PROD0780,2022-08-26,5,"₹2,699",10,UPI,5,No
TXN000916,CUST01546,PROD0036,2023-05-28,1,"₹45,985",21,UPI,5,No
TXN000917,CUST01211,PROD0016,2022-02-07,1,"₹47,295",7,UPI,0,No
TXN000918,CUST05102,PROD0919,2023-04-14,1,"₹22,549",2,UPI,6,No
TXN000919,CUST02081,PROD0649,2023-05-19,1000,"₹26,663",39,UPI,7,No
TXN000920,CUST04688,PROD0823,2023-09-12,1,"₹42,767",17,UPI,8,No
TXN000921,CUST05311,PROD0073,2022-08-16,4,"₹8,735",21,UPI,7,No
TXN000922,CUST02149,PROD0740,2022-08-11,2,"₹49,419",10,UPI,7,No
TXN000923,CUST01509,PROD0758,2023-01-12,1,"₹20,369",1,UPI,5,No
TXN000924,CUST05405,PROD0906,2022-05-06,5,"₹15,257",21,UPI,2,No
TXN000925,CUST00914,PROD1019,2023-10-22,2,"₹47,494",14,UPI,3,No
TXN000926,CUST02781,PROD1113,2023-05-02,3,"₹28,365",7,UPI,7,No
TXN000927,CUST00390,PROD0798,2023-12-18,1,"₹42,208",18,UPI,7,No
TXN000928,CUST04050,PROD1163,2022-12-13,2,"₹19,936",8,UPI,0,No
TXN000929,CUST04256,PROD0953,2022-08-09,3,"₹44,440",4,UPI,8,No
TXN000930,CUST04988,PROD0484,2022-03-02,2,"₹27,139",7,UPI,3,No
TXN000931,CUST03626,PROD0387,2022-01-20,2,"₹12,005",32,UPI,5,No
TXN000932,CUST01071,PROD0458,2023-02-04,1,"₹41,571",14,UPI,4,No
TXN000933,CUST04792,PROD0422,2022-06-28,5,"₹39,278",14,UPI,4,No
TXN000934,CUST04854,PROD0232,2023-01-12,3,"₹31,676",6,UPI,10,No
TXN000935,CUST02571,PROD0539,2023-12-27,4,"₹30,315",20,UPI,10,No
TXN000936,CUST03738,PROD0720,2023-08-28,1,"₹43,369",25,UPI,-3,No
TXN000937,CUST02780,PROD1162,2022-02-27,2,"₹15,194",0,UPI,0,No
TXN000938,CUST00339,PROD0155,2022-07-24,1,"₹38,634",25,UPI,5,No
TXN000939,CUST01977,PROD0519,2022-09-19,2,"₹33,427",25,UPI,2,No
TXN000940,CUST03437,PROD1139,2023-01-16,2,"₹32,317",27,UPI,9,No
TXN000941,CUST00795,PROD1116,2023-04-20,5,"₹22,047",8,UPI,6,No
TXN000942,CUST01723,PROD0584,2023-06-02,1000,"₹45,116",25,UPI,0,No
TXN000943,CUST03220,PROD1115,2023-01-26,3,"₹47,339",12,UPI,6,No
TXN000944,CUST00899,PROD0700,2022-10-30,2,"₹13,768",4,UPI,7,No
TXN000945,CUST05264,PROD0105,2022-04-13,2,"₹42,217",17,UPI,8,No
TXN000946,CUST00103,PROD0812,2023-04-12,1,"₹37,056",22,UPI,8,No
TXN000947,CUST02860,PROD0966,2022-06-22,4,"₹22,796",27,UPI,-3,No
TXN000948,CUST04189,PROD0596,2022-08-30,3,"₹47,621",36,UPI,10,No
TXN000949,CUST05071,PROD1014,2022-04-26,3,"₹14,858",4,UPI,9,No
TXN000950,CUST01448,PROD0540,2022-08-26,4,"₹36,726",26,UPI,4,No
TXN000951,CUST04215,PROD0012,2023-07-21,5,"₹31,352",19,UPI,2,No
TXN000952,CUST02033,PROD0364,2022-12-17,2,"₹15,240",35,UPI,4,No
TXN000953,CUST04033,PROD0662,2022-01-02,2,"₹24,838",36,UPI,6,No
TXN000954,CUST03061,PROD0538,2022-05-22,1000,"₹18,105",33,UPI,6,No
TXN000955,CUST01535,PROD0314,2023-05-16,3,"₹17,860",13,UPI,6,No
TXN000956,CUST02848,PROD0580,2023-08-04,5,"₹19,578",5,UPI,9,No
TXN000957,CUST03210,PROD0262,2022-11-14,1,"₹3,160",26,UPI,1,No
TXN000958,CUST04571,PROD0496,2023-03-02,2,"₹10,166",1,UPI,2,No
TXN000959,CUST03464,PROD0623,2022-06-06,2,"₹29,798",8,UPI,10,No
TXN000960,CUST00435,PROD0130,2022-11-04,2,"₹10,917",10,UPI,3,No
TXN000961,CUST01258,PROD1183,2022-10-27,5,₹299,4,UPI,4,No
TXN000962,CUST00055,PROD0792,2022-08-22,2,"₹46,086",10,UPI,0,No
TXN000963,CUST00931,PROD0089,2023-06-08,1000,"₹2,789",2,UPI,7,No
TXN000964,CUST05412,PROD0968,2023-04-13,2,"₹36,343",25,UPI,10,No
TXN000965,CUST02800,PROD0630,2022-07-13,1,"₹41,830",13,UPI,-3,No
TXN000966,CUST00312,PROD0506,2022-09-26,1,"₹35,941",8,UPI,10,No
TXN000967,CUST00957,PROD1154,2022-10-17,1,"₹48,532",18,UPI,6,No
TXN000968,CUST04084,PROD0207,2023-09-06,3,"₹33,596",16,UPI,1,No
TXN000969,CUST04853,PROD1083,2023-07-18,1,"₹43,997",23,UPI,3,No
TXN000970,CUST02513,PROD1120,2022-07-19,2,"₹21,517",13,UPI,9,No
TXN000971,CUST01264,PROD1169,2022-11-25,4,"₹42,346",9,UPI,10,No
TXN000972,CUST02748,PROD0534,2022-01-08,1,"₹24,221",6,UPI,4,No
TXN000973,CUST02783,PROD0884,2022-05-21,1,"₹10,858",12,UPI,8,No
TXN000974,CUST01094,PROD0951,2023-01-27,2,"₹11,717",34,UPI,5,No
TXN000975,CUST02787,PROD0285,2022-03-16,3,"₹46,740",30,UPI,3,No
TXN000976,CUST02816,PROD0719,2023-03-18,5,"₹11,763",37,UPI,3,No
TXN000977,CUST03764,PROD0502,2022-01-14,3,"₹21,731",36,UPI,4,No
TXN000978,CUST04036,PROD0258,2023-04-10,5,"₹8,496",28,UPI,10,No
TXN000979,CUST04840,PROD0810,2022-05-13,1,"₹1,122",5,UPI,-3,No
TXN000980,CUST02324,PROD0052,2023-03-12,2,"₹46,517",7,UPI,3,No
TXN000981,CUST00233,PROD0550,2022-09-23,4,"₹46,870",24,UPI,10,No
TXN000982,CUST02102,PROD0665,2023-06-11,4,"₹18,364",4,UPI,4,No
TXN000983,CUST04353,PROD0655,2023-03-25,3,"₹16,119",9,UPI,3,No
TXN000984,CUST02029,PROD0966,2022-07-19,2,"₹6,300",22,UPI,2,No
TXN000985,CUST01930,PROD1129,2022-07-04,1,"₹8,594",0,UPI,1,No
TXN000986,CUST01459,PROD0522,2022-02-23,1,"₹7,868",12,UPI,6,No
TXN000987,CUST01649,PROD0969,2022-02-27,1,"₹30,585",36,UPI,6,No
TXN000988,CUST00408,PROD1001,2022-01-14,1,"₹10,493",25,UPI,5,No
TXN000989,CUST03341,PROD0888,2023-05-11,4,"₹31,919",18,UPI,10,No
TXN000990,CUST01978,PROD1138,2023-07-07,1,"₹44,381",25,UPI,1,No
TXN000991,CUST02414,PROD0745,2022-06-19,2,"₹11,728",1,UPI,1,No
TXN000992,CUST05419,PROD1093,2022-07-31,1000,"₹45,187",18,UPI,7,No
TXN000993,CUST05279,PROD1068,2023-05-19,2,"₹3,929",11,UPI,1,No
TXN000994,CUST04938,PROD0211,2023-05-24,1,"₹39,163",34,UPI,10,No
TXN000995,CUST05080,PROD0276,2023-10-05,3,"₹3,946",31,UPI,-3,No
TXN000996,CUST01761,PROD1131,2022-01-14,4,"₹46,328",12,UPI,5,No
TXN000997,CUST03598,PROD0479,2022-06-26,1,"₹21,367",35,UPI,-3,No
TXN000998,CUST01379,PROD0205,2022-12-30,4,"₹30,157",0,UPI,7,No
TXN000999,CUST00621,PROD0119,2023-11-21,1,"₹5,802",32,UPI,5,No
TXN001000,CUST00930,PROD0486,2023-03-02,3,"₹26,812",3,UPI,1,No
TXN001001,CUST00975,PROD0109,2022-02-03,1,"₹26,277",1,UPI,10,No
TXN001002,CUST04488,PROD0454,2023-07-02,2,"₹42,618",7,UPI,3,No
TXN001003,CUST04448,PROD1032,2023-05-07,2,"₹35,006",15,UPI,5,No
TXN001004,CUST02854,PROD0512,2023-08-14,3,"₹2,693",21,UPI,-3,No
TXN001005,CUST01690,PROD1067,2022-09-23,3,"₹5,880",9,UPI,8,No
TXN001006,CUST04672,PROD0132,2023-12-10,5,"₹18,316",8,UPI,5,No
TXN001007,CUST05408,PROD0751,2023-05-10,1,"₹49,028",6,UPI,4,No
TXN001008,CUST04619,PROD0394,2023-12-17,3,"₹8,980",39,UPI,2,No
TXN001009,CUST00726,PROD0198,2022-05-26,1,"₹35,365",16,UPI,-3,No
TXN001010,CUST00162,PROD1145,2023-10-20,2,"₹19,513",29,UPI,8,No
TXN001011,CUST00659,PROD0220,2023-12-13,2,"₹7,365",10,UPI,5,No
TXN001012,CUST02898,PROD0868,2023-05-25,1,"₹27,228",14,UPI,2,No
TXN001013,CUST04620,PROD0094,2022-06-15,1,"₹22,781",6,UPI,4,No
TXN001014,CUST04100,PROD0153,2022-08-27,4,"₹41,988",2,UPI,0,No
TXN001015,CUST02543,PROD0525,2023-04-24,1,"₹26,504",22,UPI,0,No
TXN001016,CUST01579,PROD0719,2023-05-13,2,"₹49,691",26,UPI,9,No
TXN001017,CUST03995,PROD0767,2022-02-09,3,"₹35,991",29,UPI,9,No
TXN001018,CUST01075,PROD1182,2023-08-13,1,"₹46,553",15,UPI,5,No
TXN001019,CUST05381,PROD0818,2023-03-30,1,"₹34,006",13,UPI,-3,No
TXN001020,CUST03206,PROD0257,2022-08-17,2,"₹44,105",21,UPI,5,No
TXN001021,CUST04045,PROD0701,2023-05-08,1,"₹49,353",19,UPI,9,No
TXN001022,CUST03434,PROD0515,2022-11-29,5,"₹38,843",9,UPI,0,No
TXN001023,CUST00878,PROD0445,2024-01-01,5,"₹10,321",28,UPI,9,No
TXN001024,CUST01092,PROD0171,2023-12-01,2,"₹48,624",3,UPI,7,No
TXN001025,CUST03060,PROD0270,2022-02-26,1,"₹12,488",30,UPI,5,No
TXN001026,CUST05263,PROD0601,2023-08-24,2,"₹12,111",13,UPI,7,No
TXN001027,CUST01675,PROD0637,2022-06-12,1,"₹41,019",4,UPI,7,No
TXN001028,CUST01609,PROD0067,2023-06-02,2,"₹46,296",37,UPI,6,No
TXN001029,CUST02827,PROD0775,2022-12-31,1,"₹24,625",3,UPI,0,No
TXN001030,CUST01218,PROD0008,2023-03-09,3,"₹47,617",10,UPI,4,No
TXN001031,CUST03053,PROD0135,2022-08-27,1,"₹14,239",24,UPI,8,No
TXN001032,CUST00314,PROD0816,2023-03-04,2,"₹34,603",11,UPI,2,No
TXN001033,CUST00730,PROD0830,2022-07-10,1,"₹23,289",30,UPI,4,No
TXN001034,CUST04040,PROD0025,2022-05-21,2,"₹32,484",10,UPI,9,No
TXN001035,CUST00384,PROD0465,2022-12-08,1,"₹1,760",38,UPI,2,No
TXN001036,CUST01813,PROD0374,2023-05-20,5,"₹4,898",31,UPI,0,No
TXN001037,CUST02325,PROD0196,2023-05-14,2,"₹38,321",10,UPI,8,No
TXN001038,CUST05192,PROD0704,2023-04-30,1,"₹46,499",6,UPI,5,No
TXN001039,CUST05249,PROD0402,2022-11-01,2,"₹42,125",1,UPI,9,No
TXN001040,CUST03430,PROD0122,2022-06-28,1,"₹14,803",0,UPI,7,No
TXN001041,CUST02746,PROD0772,2022-06-17,2,"₹25,859",24,UPI,3,No
TXN001042,CUST01865,PROD0559,2022-09-18,1,"₹23,806",8,UPI,2,No
TXN001043,CUST03292,PROD0954,2022-04-21,2,"₹37,694",35,UPI,5,No
TXN001044,CUST04847,PROD0908,2023-07-26,2,"₹6,855",28,UPI,3,No
TXN001045,CUST05079,PROD1063,2023-01-21,4,"₹37,694",9,UPI,8,No
TXN001046,CUST00228,PROD0619,2023-12-29,2,"₹30,826",26,UPI,9,No
TXN001047,CUST02065,PROD0741,2022-09-10,4,"₹39,651",18,UPI,10,No
TXN001048,CUST00012,PROD0947,2023-09-06,5,"₹20,834",18,UPI,6,No
TXN001049,CUST01523,PROD0797,2023-08-09,1000,"₹26,436",19,UPI,0,No
TXN001050,CUST00692,PROD0206,2023-11-27,1,"₹9,996",28,UPI,2,No
TXN001051,CUST03706,PROD0583,2022-12-09,4,"₹13,225",2,UPI,2,No
TXN001052,CUST01740,PROD0697,2022-01-23,2,"₹29,519",21,UPI,9,No
TXN001053,CUST01526,PROD0412,2022-01-31,2,"₹33,063",21,UPI,9,No
TXN001054,CUST00070,PROD0208,2023-06-19,5,"₹22,984",28,UPI,5,No
TXN001055,CUST02249,PROD0405,2023-06-17,1,"₹30,288",22,UPI,-3,No
TXN001056,CUST03124,PROD0388,2022-04-12,2,"₹21,527",39,UPI,8,No
TXN001057,CUST04725,PROD0867,2023-09-30,3,₹529,25,UPI,1,No
TXN001058,CUST03331,PROD0271,2023-12-22,1,"₹3,255",21,UPI,10,No
TXN001059,CUST01288,PROD0437,2022-12-23,5,"₹34,426",37,UPI,6,No
TXN001060,CUST05002,PROD0858,2023-02-24,2,"₹37,737",8,UPI,10,No
TXN001061,CUST00576,PROD0345,2022-05-07,3,"₹40,927",20,UPI,2,No
TXN001062,CUST02173,PROD0149,2023-07-07,5,"₹45,481",35,UPI,8,No
TXN001063,CUST04955,PROD0628,2022-06-25,3,"₹30,376",35,UPI,7,No
TXN001064,CUST00745,PROD0187,2022-05-19,5,"₹43,915",31,UPI,10,No
TXN001065,CUST02528,PROD0020,2022-04-29,1,"₹27,137",31,UPI,-3,No
TXN001066,CUST03074,PROD0373,2023-08-18,2,"₹46,965",33,UPI,3,No
TXN001067,CUST04211,PROD0979,2022-03-09,3,"₹9,499",22,UPI,-3,No
TXN001068,CUST04577,PROD0067,2022-06-28,3,"₹27,489",25,UPI,0,No
TXN001069,CUST05077,PROD1086,2022-01-18,1,"₹39,705",15,UPI,0,No
TXN001070,CUST01025,PROD0786,2022-04-23,3,"₹34,579",37,UPI,4,No
TXN001071,CUST00942,PROD0622,2022-02-22,1,"₹47,209",2,UPI,4,No
TXN001072,CUST05051,PROD0085,2022-06-13,1,"₹24,947",1,UPI,10,No
TXN001073,CUST00768,PROD0176,2023-11-11,2,"₹10,579",35,UPI,7,No
TXN001074,CUST02439,PROD0359,2023-07-07,3,"₹34,622",8,UPI,1,No
TXN001075,CUST00834,PROD0831,2022-04-04,1000,"₹24,500",27,UPI,8,No
TXN001076,CUST02191,PROD0291,2022-02-15,3,"₹2,857",23,UPI,0,No
TXN001077,CUST00628,PROD0130,2022-03-31,3,"₹23,724",27,UPI,1,No
TXN001078,CUST00377,PROD0479,2023-02-13,1,"₹8,449",6,UPI,9,No
TXN001079,CUST03887,PROD0648,2023-05-03,1,"₹2,533",25,UPI,2,No
TXN001080,CUST00090,PROD0532,2023-08-30,3,"₹44,198",0,UPI,4,No
TXN001081,CUST02856,PROD0264,2022-04-29,1,"₹26,259",34,UPI,9,No
TXN001082,CUST05117,PROD0959,2022-01-01,3,"₹47,725",17,UPI,6,No
TXN001083,CUST01066,PROD0503,2022-04-12,1,"₹44,758",21,UPI,1,No
TXN001084,CUST01059,PROD1184,2023-08-13,2,"₹45,812",12,UPI,8,No
TXN001085,CUST03060,PROD0909,2022-02-01,4,"₹17,750",15,UPI,7,No
TXN001086,CUST04073,PROD1105,2023-09-21,4,₹903,28,UPI,3,No
TXN001087,CUST02601,PROD0475,2023-06-13,2,"₹29,117",20,UPI,6,No
TXN001088,CUST04220,PROD0888,2022-04-03,1,"₹17,871",8,UPI,3,No
TXN001089,CUST02105,PROD0018,2023-07-14,1000,"₹20,037",28,UPI,6,No
TXN001090,CUST02854,PROD1093,2023-10-06,4,"₹10,508",11,UPI,0,No
TXN001091,CUST02656,PROD0908,2023-12-15,4,"₹23,543",7,UPI,5,No
TXN001092,CUST01516,PROD0130,2023-04-10,1,"₹49,248",9,UPI,10,No
TXN001093,CUST03018,PROD0938,2022-11-30,2,"₹28,866",33,UPI,0,No
TXN001094,CUST04148,PROD0815,2023-09-25,1,"₹34,040",19,UPI,5,No
TXN001095,CUST01574,PROD0015,2022-09-14,1,"₹5,080",15,UPI,10,No
TXN001096,CUST02537,PROD1007,2022-12-11,1,"₹12,478",10,UPI,7,No
TXN001097,CUST03927,PROD0707,2022-11-01,2,"₹6,112",13,UPI,8,No
TXN001098,CUST02053,PROD0703,2022-08-29,1000,"₹43,975",30,UPI,3,No
TXN001099,CUST03797,PROD0746,2022-02-12,2,"₹12,261",39,UPI,1,No
TXN001100,CUST00632,PROD0432,2023-05-08,3,"₹35,502",33,UPI,7,No
TXN001101,CUST01862,PROD1090,2022-06-29,5,₹940,3,UPI,0,No
TXN001102,CUST03953,PROD1105,2022-09-06,1,"₹36,742",6,UPI,4,No
TXN001103,CUST01233,PROD0036,2022-02-28,1,"₹39,731",37,UPI,4,No
TXN001104,CUST02265,PROD0747,2023-08-29,1,"₹27,508",0,UPI,3,No
TXN001105,CUST02048,PROD0017,2023-05-15,5,"₹43,165",23,UPI,6,No
TXN001106,CUST00536,PROD0514,2023-11-04,3,"₹34,756",27,UPI,4,No
TXN001107,CUST03534,PROD0033,2023-02-22,2,"₹5,424",23,UPI,1,No
TXN001108,CUST04826,PROD0349,2022-06-09,4,"₹5,379",12,UPI,3,No
TXN001109,CUST03098,PROD0508,2022-05-30,1,"₹33,972",37,UPI,1,No
TXN001110,CUST01276,PROD0646,2023-01-06,1,"₹34,505",9,UPI,0,No
TXN001111,CUST03074,PROD0939,2023-05-09,3,"₹35,205",25,UPI,10,No
TXN001112,CUST01026,PROD0856,2022-02-03,4,"₹32,211",1,UPI,-3,No
TXN001113,CUST02052,PROD0517,2023-03-19,1,"₹35,256",32,UPI,7,No
TXN001114,CUST03622,PROD0798,2023-11-13,1,"₹45,648",27,UPI,8,No
TXN001115,CUST04564,PROD0485,2022-07-11,2,"₹37,086",26,UPI,6,No
TXN001116,CUST00201,PROD0664,2022-06-06,1,"₹17,985",5,UPI,0,No
TXN001117,CUST04404,PROD0443,2023-11-04,3,"₹6,509",16,UPI,6,No
TXN001118,CUST03324,PROD0378,2023-08-29,3,"₹40,380",32,UPI,3,No
TXN001119,CUST03359,PROD1014,2022-12-02,2,"₹2,863",14,UPI,0,No
TXN001120,CUST05018,PROD0963,2022-03-18,5,"₹32,757",2,UPI,7,No
TXN001121,CUST02972,PROD0573,2022-08-30,3,"₹18,695",9,UPI,0,No
TXN001122,CUST04979,PROD0358,2023-03-20,1,"₹24,049",28,UPI,3,No
TXN001123,CUST00586,PROD0538,2022-05-10,2,"₹41,801",6,UPI,0,No
TXN001124,CUST03346,PROD0621,2022-02-27,2,"₹1,579",35,UPI,7,No
TXN001125,CUST03855,PROD0806,2023-05-17,4,"₹1,460",21,UPI,5,No
TXN001126,CUST04605,PROD1066,2022-04-20,3,"₹41,410",30,UPI,4,No
TXN001127,CUST03425,PROD0816,2023-07-14,2,"₹2,120",38,UPI,5,No
TXN001128,CUST04101,PROD0013,2022-11-17,4,"₹41,579",13,UPI,5,No
TXN001129,CUST00360,PROD0824,2022-06-16,2,"₹30,536",1,UPI,6,No
TXN001130,CUST03670,PROD0489,2023-10-22,4,"₹46,938",5,UPI,6,No
TXN001131,CUST04310,PROD1087,2022-04-07,1,"₹35,682",18,UPI,2,No
TXN001132,CUST03478,PROD0555,2022-03-12,1,"₹31,411",26,UPI,7,No
TXN001133,CUST04659,PROD0745,2022-07-05,4,"₹16,567",5,UPI,4,No
TXN001134,CUST02813,PROD0075,2022-10-03,1,"₹45,908",1,UPI,9,No
TXN001135,CUST00045,PROD0765,2023-02-13,3,"₹46,327",12,UPI,3,No
TXN001136,CUST02751,PROD0825,2023-10-27,3,"₹33,636",9,UPI,8,No
TXN001137,CUST00634,PROD1173,2022-09-18,3,"₹12,966",39,UPI,8,No
TXN001138,CUST01211,PROD0207,2022-03-20,4,"₹44,428",4,UPI,1,No
TXN001139,CUST01750,PROD0693,2023-01-09,2,"₹32,664",13,UPI,8,No
TXN001140,CUST03242,PROD0676,2022-08-01,5,"₹5,151",30,UPI,2,No
TXN001141,CUST02769,PROD0575,2022-01-03,3,"₹48,541",24,UPI,1,No
TXN001142,CUST00594,PROD0894,2022-03-29,2,"₹44,933",5,UPI,8,No
TXN001143,CUST01425,PROD0125,2022-03-07,2,"₹18,521",11,UPI,5,No
TXN001144,CUST01927,PROD0257,2022-06-25,5,"₹16,573",2,UPI,5,No
TXN001145,CUST00857,PROD1116,2022-09-02,1,"₹46,080",22,UPI,7,No
TXN001146,CUST00552,PROD0737,2022-11-05,3,"₹20,635",0,UPI,5,No
TXN001147,CUST04139,PROD0288,2023-01-02,1,"₹9,569",14,UPI,1,No
TXN001148,CUST02889,PROD0638,2022-06-20,1,"₹14,911",39,UPI,5,No
TXN001149,CUST04275,PROD0767,2022-08-10,1000,"₹25,803",12,UPI,-3,No
TXN001150,CUST01481,PROD0512,2022-06-13,1,"₹38,257",37,UPI,4,No
TXN001151,CUST00607,PROD0573,2022-04-06,3,"₹27,740",13,UPI,6,No
TXN001152,CUST00672,PROD0368,2022-02-20,2,"₹10,160",18,UPI,4,No
TXN001153,CUST03316,PROD0285,2023-01-12,4,"₹17,151",8,UPI,10,No
TXN001154,CUST05023,PROD0063,2023-07-24,4,"₹11,755",27,UPI,10,No
TXN001155,CUST00017,PROD0646,2023-11-23,1,"₹21,127",32,UPI,3,No
TXN001156,CUST05232,PROD0751,2022-09-15,2,"₹46,572",32,UPI,5,No
TXN001157,CUST02874,PROD0764,2023-02-01,1,"₹41,007",38,UPI,4,No
TXN001158,CUST02595,PROD0361,2023-09-11,2,"₹38,558",32,UPI,5,No
TXN001159,CUST05150,PROD0371,2023-09-27,3,"₹47,578",3,UPI,5,No
TXN001160,CUST05312,PROD1045,2023-10-22,1,"₹24,337",17,UPI,7,No
TXN001161,CUST02485,PROD0941,2022-03-04,4,"₹48,878",25,UPI,8,No
TXN001162,CUST00616,PROD0941,2023-06-03,1,"₹30,575",24,UPI,1,No
TXN001163,CUST03206,PROD0855,2023-08-06,1,"₹34,861",34,UPI,9,No
TXN001164,CUST02850,PROD0803,2022-02-04,1,"₹21,159",38,UPI,7,No
TXN001165,CUST04408,PROD0046,2022-06-15,1,"₹24,306",17,UPI,3,No
TXN001166,CUST03808,PROD0194,2022-09-16,2,"₹1,220",32,UPI,8,No
TXN001167,CUST02073,PROD1081,2022-07-25,1,"₹16,780",17,UPI,10,No
TXN001168,CUST00525,PROD0333,2022-12-12,1000,"₹3,261",28,UPI,2,No
TXN001169,CUST03174,PROD0747,2023-04-01,1000,"₹11,580",7,UPI,6,No
TXN001170,CUST01474,PROD0866,2023-08-20,2,"₹34,211",1,UPI,-3,No
TXN001171,CUST02426,PROD1040,2023-01-04,3,"₹43,588",3,UPI,7,No
TXN001172,CUST04984,PROD0645,2023-10-22,5,"₹47,105",14,UPI,2,No
TXN001173,CUST03275,PROD0744,2022-12-14,4,"₹15,693",7,UPI,5,No
TXN001174,CUST03339,PROD0150,2023-09-25,1,"₹20,608",29,UPI,4,No
TXN001175,CUST02008,PROD1006,2022-02-22,4,"₹7,931",38,UPI,0,No
TXN001176,CUST04558,PROD0802,2023-12-05,1,"₹23,148",23,UPI,0,No
TXN001177,CUST02413,PROD0882,2022-05-30,2,"₹7,859",11,UPI,7,No
TXN001178,CUST02152,PROD0826,2023-03-06,2,"₹6,655",35,UPI,1,No
TXN001179,CUST03183,PROD0391,2022-09-04,3,"₹11,613",13,UPI,1,No
TXN001180,CUST00428,PROD0281,2022-01-16,1,"₹5,828",31,UPI,2,No
TXN001181,CUST04565,PROD0539,2023-03-17,1,"₹36,156",13,UPI,3,No
TXN001182,CUST01015,PROD0342,2022-04-04,5,"₹33,405",27,UPI,3,No
TXN001183,CUST01605,PROD0674,2023-07-22,4,"₹1,768",19,UPI,9,No
TXN001184,CUST00870,PROD1019,2023-05-05,2,"₹47,085",12,UPI,8,No
TXN001185,CUST02728,PROD1099,2023-11-04,3,"₹40,952",16,UPI,2,No
TXN001186,CUST02853,PROD0093,2023-03-14,3,"₹25,845",29,UPI,6,No
TXN001187,CUST00886,PROD1020,2023-01-17,2,"₹5,097",39,UPI,5,No
TXN001188,CUST02609,PROD0115,2022-03-03,1,"₹18,699",16,UPI,5,No
TXN001189,CUST01274,PROD0113,2022-08-17,2,"₹5,873",31,UPI,7,No
TXN001190,CUST04427,PROD1084,2023-02-14,1000,"₹12,911",18,UPI,5,No
TXN001191,CUST01956,PROD0237,2023-07-12,4,"₹48,082",8,UPI,3,No
TXN001192,CUST00587,PROD0638,2023-07-06,2,"₹39,643",25,UPI,1,No
TXN001193,CUST00201,PROD1069,2022-06-15,1,"₹27,192",0,UPI,6,No
TXN001194,CUST04550,PROD0724,2023-07-10,5,"₹9,808",18,UPI,3,No
TXN001195,CUST03618,PROD0499,2022-12-10,3,"₹39,717",11,UPI,0,No
TXN001196,CUST00826,PROD0449,2023-01-21,2,"₹36,541",27,UPI,8,No
TXN001197,CUST00111,PROD0195,2022-05-21,1,"₹23,587",37,UPI,0,No
TXN001198,CUST02912,PROD0575,2023-12-08,4,"₹26,399",30,UPI,-3,No
TXN001199,CUST03900,PROD0582,2022-01-07,2,"₹32,596",12,UPI,-3,No
TXN001200,CUST00908,PROD0310,2023-03-21,3,"₹12,309",10,UPI,9,No
